FID,ogc_fid,state,hospname,establishment_id,parent_id,unit,medicare_prov_number,address_line_1,address_line_2,remoteness_area_code,remoteness_area,number_of_available_beds,_2012_13_peer_group_code,_2012_13_peer_group_name,admissions_reported,emergency_department,elective_surgery_reported,outpatient_clinics,_2011_12_peer_group_code,_2011_12_peer_group_name,longitude,latitude,geocode_quality,geocode_type,wkb_geometry
aihw_hospital_statistics_2012_2013.390,390,NSW,Lockhart,1184R2130,,Hospital,0011610T,53-55 Hebden ST,Lockhart 2656,2,Outer Regional,15.6,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,146.7191,-35.2223,ROOFTOP,establishment,POINT (-35.222335 146.71906799999996)
aihw_hospital_statistics_2012_2013.391,391,NSW,Narrandera,1184R2150,,Hospital,0011840A,56-64 Adams ST,Narrandera 2700,2,Outer Regional,25.7,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,141.9173,-34.1067,ROOFTOP,subpremise,POINT (-34.1066969 141.9173275)
aihw_hospital_statistics_2012_2013.392,392,NSW,Temora,1184R2160,,Hospital,0012100H,119 Gloucester ST,Temora 2666,2,Outer Regional,26,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,147.5426,-34.4432,ROOFTOP,premise,POINT (-34.4431713 147.5425565)
aihw_hospital_statistics_2012_2013.393,393,NSW,Tumut,1184R2180,,Hospital,0012190K,105 Simpson ST,Tumut 2720,1,Inner Regional,31.5,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,148.2195,-35.3072,ROOFTOP,establishment,POINT (-35.3072377 148.2195498)
aihw_hospital_statistics_2012_2013.394,394,NSW,Wagga Wagga,1184R2190,,Hospital,0012250T,260 Edward ST,Wagga Wagga 2650,1,Inner Regional,238.3,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,151.2041,-33.8368,ROOFTOP,establishment,POINT (-33.836824 151.204085)
aihw_hospital_statistics_2012_2013.395,395,NSW,Cootamundra,1184R2210,,Hospital,0011070F,120 MacKay ST,Cootamundra 2590,1,Inner Regional,25.3,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,148.0129,-34.6345,ROOFTOP,establishment,POINT (-34.6345275 148.0129419)
aihw_hospital_statistics_2012_2013.396,396,NSW,Bourke (MPS),1185K2010,,Hospital,0010780F,26 Tarcoon ST,Bourke 2840,4,Very remote,20,S2,Other small public acute,Yes,No,Yes,No,D3,Small remote acute,145.9477,-30.0928,ROOFTOP,establishment,POINT (-30.092792999999997 145.9476882)
aihw_hospital_statistics_2012_2013.397,397,NSW,Brewarrina (MPS),1185K2020,,Hospital,0010820L,56 Doyle ST,Brewarrina 2839,4,Very remote,20,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,146.864,-29.9614,ROOFTOP,establishment,POINT (-29.961438099999995 146.86396499999998)
aihw_hospital_statistics_2012_2013.398,398,NSW,Coolah (MPS),1185K2050,,Hospital,0011000X,111 Martin ST,Coolah 2843,2,Outer Regional,27,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,149.71,-31.8215,ROOFTOP,establishment,POINT (-31.821537 149.709993)
aihw_hospital_statistics_2012_2013.399,399,NSW,Coonabarabran,1185K2060,,Hospital,0011020T,101 Edwards ST,Coonabarabran 2357,2,Outer Regional,25,S2,Other small public acute,Yes,No,Yes,No,D1,Small regional acute,149.2842,-31.2747,ROOFTOP,establishment,POINT (-31.2746602 149.2842417)
aihw_hospital_statistics_2012_2013.400,400,NSW,Baradine (MPS),1185K2070,,Hospital,0011030L,5-9 Darling ST,Baradine 2396,3,Remote,17,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,149.0663,-30.9455,ROOFTOP,establishment,POINT (-30.9455375 149.0662551)
aihw_hospital_statistics_2012_2013.401,401,NSW,Coonamble (MPS),1185K2090,,Hospital,0011050J,150 Castlereagh ST,Coonamble 2829,3,Remote,25.1,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,148.3902,-30.9612,ROOFTOP,establishment,POINT (-30.961229 148.39017929999997)
aihw_hospital_statistics_2012_2013.402,402,NSW,Gulargambone (MPS),1185K2100,,Hospital,0011060H,47 Bourbah ST,Gulargambone 2828,2,Outer Regional,12,VS,Very small public,No,No,No,No,G,Un-peered and other,148.4696,-31.3299,ROOFTOP,establishment,POINT (-31.329859999999996 148.469581)
aihw_hospital_statistics_2012_2013.403,403,NSW,Dunedoo (MPS),1185K2120,,Hospital,0011180Y,70 Digilah ST,Dunedoo 2844,2,Outer Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,149.3973,-32.0172,ROOFTOP,establishment,POINT (-32.0171753 149.3973487)
aihw_hospital_statistics_2012_2013.404,404,NSW,Gilgandra (MPS),1185K2130,,Hospital,0011230F,6 Chelmsford AV,Gilgandra 2827,2,Outer Regional,31,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,151.141,-33.8719,ROOFTOP,premise,POINT (-33.87192519999999 151.1410427)
aihw_hospital_statistics_2012_2013.405,405,NSW,Goodooga,1185K2140,,Hospital,0011260Y,49 Hammond ST,Goodooga 2831,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,147.4559,-29.1099,ROOFTOP,establishment,POINT (-29.109944199999997 147.4559393)
aihw_hospital_statistics_2012_2013.406,406,NSW,Gulgong,1185K2150,,Hospital,0011350X,112 Mayne ST,Gulgong 2852,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,150.9103,-33.7714,ROOFTOP,premise,POINT (-33.7713808 150.9102879)
aihw_hospital_statistics_2012_2013.407,407,NSW,Mudgee,1185K2160,,Hospital,0011790W,139 Church ST,Mudgee 2850,1,Inner Regional,40.2,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),149.5888,-32.6032,ROOFTOP,establishment,POINT (-32.6031748 149.58883589999996)
aihw_hospital_statistics_2012_2013.408,408,NSW,Narromine,1185K2170,,Hospital,0011850Y,128 Cathundral ST,Narromine 2821,2,Outer Regional,25,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,148.2392,-32.2426,ROOFTOP,establishment,POINT (-32.2426481 148.2391701)
aihw_hospital_statistics_2012_2013.409,409,NSW,Nyngan (MPS),1185K2180,,Hospital,0011900F,15 Hoskins ST,Nyngan 2825,3,Remote,6,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,147.1989,-31.5693,ROOFTOP,establishment,POINT (-31.5692884 147.1988601)
aihw_hospital_statistics_2012_2013.410,410,NSW,Trangie (MPS),1185K2190,,Hospital,0012160W,28 Harris ST,Trangie 2823,2,Outer Regional,20,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,151.1946,-33.8709,ROOFTOP,establishment,POINT (-33.8709 151.19464)
aihw_hospital_statistics_2012_2013.411,411,NSW,Walgett,1185K2200,,Hospital,0012280J,141 Fox ST,Walgett 2832,3,Remote,21.2,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,148.1155,-30.0312,ROOFTOP,establishment,POINT (-30.0311583 148.1154657)
aihw_hospital_statistics_2012_2013.412,412,NSW,Wellington,1185K2220,,Hospital,0012350K,30 Thornton ST,Wellington 2820,2,Outer Regional,22,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,148.9523,-32.5498,ROOFTOP,establishment,POINT (-32.549843599999996 148.95226049999997)
aihw_hospital_statistics_2012_2013.413,413,NSW,Lightning Ridge (MPS),1185K2310,,Hospital,0012850L,Lot 25 Pandora ST,Lightning Ridge 2834,3,Remote,24.1,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,147.9821,-29.4299,ROOFTOP,street_address,POINT (-29.4299091 147.982061)
aihw_hospital_statistics_2012_2013.414,414,NSW,Lourdes Dubbo,1185K7510,,Hospital,0012840T,110 Cobbora RD,Dubbo 2830,1,Inner Regional,34,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,G,Un-peered and other,148.6274,-32.2385,ROOFTOP,street_address,POINT (-32.2385112 148.6273614)
aihw_hospital_statistics_2012_2013.415,415,NSW,Blayney (MPS),1185L2020,,Hospital,0010720W,3 Osman ST,Blayney 2799,1,Inner Regional,25.1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,149.251,-33.538,ROOFTOP,establishment,POINT (-33.5379767 149.25100029999996)
aihw_hospital_statistics_2012_2013.416,416,NSW,Cowra,1185L2060,,Hospital,0011090A,64 Liverpool ST,Cowra 2794,1,Inner Regional,32.1,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),148.6926,-33.8323,ROOFTOP,establishment,POINT (-33.832286 148.6925516)
aihw_hospital_statistics_2012_2013.417,417,NSW,Forbes,1185L2090,,Hospital,0011220H,Lot 1 Elgin ST,Forbes 2871,2,Outer Regional,36,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,151.555,-32.7327,ROOFTOP,street_address,POINT (-32.7326743 151.5549959)
aihw_hospital_statistics_2012_2013.418,418,NSW,Grenfell (MPS),1185L2100,,Hospital,0011320B,80-96 Cowra RD,Grenfell 2810,2,Outer Regional,34,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,148.1673,-33.8944,ROOFTOP,street_address,POINT (-33.8943554 148.16734179999997)
aihw_hospital_statistics_2012_2013.419,419,NSW,Molong,1185L2140,,Hospital,0011750B,130 King ST,Molong 2866,1,Inner Regional,27,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,151.184,-33.8935,ROOFTOP,establishment,POINT (-33.89345999999999 151.183952)
aihw_hospital_statistics_2012_2013.420,420,NSW,Oberon (MPS),1185L2150,,Hospital,0011910B,67-73 North ST,Oberon 2787,1,Inner Regional,30,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,149.8531,-33.7054,ROOFTOP,establishment,POINT (-33.705411 149.85311599999997)
aihw_hospital_statistics_2012_2013.421,421,NSW,Orange Health Service,1185L2160,,Hospital,0011920A,1502 Forest RD,Orange 2800,1,Inner Regional,318.8,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,149.094,-33.3173,ROOFTOP,establishment,POINT (-33.3173267 149.0939552)
aihw_hospital_statistics_2012_2013.422,422,NSW,Parkes,1185L2170,,Hospital,0011940X,18 Coleman RD,Parkes 2870,2,Outer Regional,35.2,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,148.1709,-33.1265,ROOFTOP,establishment,POINT (-33.1264638 148.1708584)
aihw_hospital_statistics_2012_2013.423,423,NSW,Peak Hill,1185L2180,,Hospital,0011950W,111 Newell HWY,Peak Hill 2869,2,Outer Regional,13.4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,148.1996,-32.7357,ROOFTOP,establishment,POINT (-32.7357036 148.1995797)
aihw_hospital_statistics_2012_2013.424,424,NSW,Trundle (MPS),1185L2190,,Hospital,0012580X,44 Brookview ST,Trundle 2875,2,Outer Regional,11,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,147.704,-32.9211,ROOFTOP,establishment,POINT (-32.921069 147.70398)
aihw_hospital_statistics_2012_2013.425,425,NSW,Rylstone (MPS),1185L2210,,Hospital,0012010J,24 Fitzgerald ST,Rylstone 2849,2,Outer Regional,26,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,153.1353,-30.2914,ROOFTOP,premise,POINT (-30.2913718 153.1352814)
aihw_hospital_statistics_2012_2013.426,426,NSW,Tullamore (MPS),1185L2240,,Hospital,0012170T,1 Hinkler ST,Tullamore 2874,2,Outer Regional,3.9,VS,Very small public,Yes,No,No,No,G,Un-peered and other,147.569,-32.635,ROOFTOP,establishment,POINT (-32.63497999999999 147.569034)
aihw_hospital_statistics_2012_2013.427,427,NSW,Balranald (MPS),1186M2020,,Hospital,0010590K,41-43 Court ST,Balranald 2715,2,Outer Regional,8,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,143.5694,-34.6451,ROOFTOP,establishment,POINT (-34.645108 143.569428)
aihw_hospital_statistics_2012_2013.428,428,NSW,Wentworth,1186M2160,,Hospital,0012360J,1 Silver City HWY,Wentworth 2648,2,Outer Regional,20,VS,Very small public,Yes,No,No,No,G,Un-peered and other,141.9227,-34.1098,ROOFTOP,establishment,POINT (-34.1098302 141.9227026)
aihw_hospital_statistics_2012_2013.429,429,NSW,Broken Hill,1186S2010,,Hospital,0010830K,176 Thomas ST,Broken Hill 2880,2,Outer Regional,95.8,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),141.4553,-31.9478,ROOFTOP,establishment,POINT (-31.9477545 141.45529739999998)
aihw_hospital_statistics_2012_2013.430,430,NSW,Ivanhoe,1186S2020,,Hospital,0011490H,1 Columbus ST,Ivanhoe 2878,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,144.2952,-32.8945,ROOFTOP,establishment,POINT (-32.8945014 144.2952073)
aihw_hospital_statistics_2012_2013.431,431,NSW,Wilcannia (MPS),1186S2040,,Hospital,0012380F,14 Ross ST,Wilcannia 2836,4,Very remote,8,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,143.3853,-31.5569,ROOFTOP,establishment,POINT (-31.5569397 143.3853267)
aihw_hospital_statistics_2012_2013.432,432,NSW,Cumberland,1474D1020,,Hospital,,1-11 Hainsworth ST,Westmead 2145,0,Major Cities,310.3,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,150.9943,-33.8006,ROOFTOP,establishment,POINT (-33.8006474 150.9943055)
aihw_hospital_statistics_2012_2013.433,433,NSW,Coral Tree Family Centre,1476B2410,,Hospital,,Pacific HWY,North Ryde 2113,0,Major Cities,10,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,151.2774,-33.4188,ROOFTOP,establishment,POINT (-33.418797999999995 151.277383)
aihw_hospital_statistics_2012_2013.434,434,NSW,Hunter New England Mater Mental Health Service,1480Q1020,,Hospital,,72 Watt ST,Newcastle 2300,0,Major Cities,119.9,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,151.7814,-32.9307,ROOFTOP,establishment,POINT (-32.9307324 151.7814231)
aihw_hospital_statistics_2012_2013.435,435,NT,Alice Springs Hospital,717100072,,Hospital,,Gap RD,Alice Springs 870,3,Remote,183,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,133.878,-23.7057,ROOFTOP,establishment,POINT (-23.7056578 133.8780158)
aihw_hospital_statistics_2012_2013.436,436,NT,Tennant Creek Hospital,717100073,,Hospital,,Schmidt ST,Tennant Creek 860,4,Very remote,20,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,D3,Small remote acute,134.187,-19.6476,ROOFTOP,establishment,POINT (-19.6475733 134.18695689999998)
aihw_hospital_statistics_2012_2013.437,437,QLD,ROYAL CHILDREN'S HOSPITAL,310000007,,Hospital,,Herston Road,Herston 4006,0,Major Cities,201,W3,Childrens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,153.0253,-27.4488,ROOFTOP,establishment,POINT (-27.4487527 153.025335)
aihw_hospital_statistics_2012_2013.438,438,QLD,PRINCESS ALEXANDRA HOSPITAL,310000011,,Hospital,,199 Ipswich Road,Woolloongabba 4102,0,Major Cities,944,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,153.0334,-27.499,ROOFTOP,establishment,POINT (-27.498954999999995 153.0334354)
aihw_hospital_statistics_2012_2013.439,439,QLD,WYNNUM HOSPITAL,310000024,,Hospital,,Whites Road,Lota 4179,0,Major Cities,21,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,G,Un-peered and other,153.1819,-27.464,ROOFTOP,establishment,POINT (-27.464032399999997 153.1819134)
aihw_hospital_statistics_2012_2013.440,440,QLD,CABOOLTURE HOSPITAL,310000030,,Hospital,,McKean Street,Caboolture 4510,0,Major Cities,223,M,Medium public acute,Yes,Yes,Yes,Yes,A1,Principal referral,152.9635,-27.0804,ROOFTOP,establishment,POINT (-27.080419099999997 152.96351069999997)
aihw_hospital_statistics_2012_2013.441,441,QLD,BOONAH HOSPITAL,310000042,,Hospital,,11-17 Leonard Street,Boonah 4310,1,Inner Regional,23,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,152.6789,-27.999,ROOFTOP,establishment,POINT (-27.9989947 152.6788834)
aihw_hospital_statistics_2012_2013.442,442,QLD,ESK HOSPITAL,310000044,,Hospital,,30 Highland Street,Esk 4312,1,Inner Regional,20,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,152.4183,-27.2404,ROOFTOP,establishment,POINT (-27.240357 152.41831549999998)
aihw_hospital_statistics_2012_2013.443,443,QLD,GATTON HOSPITAL,310000045,,Hospital,,97-103 William Street,Gatton 4343,1,Inner Regional,22,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,152.2765,-27.5667,ROOFTOP,establishment,POINT (-27.566735199999997 152.2764588)
aihw_hospital_statistics_2012_2013.444,444,QLD,KILCOY HOSPITAL,310000046,,Hospital,,19 Brown Street,Kilcoy 4515,1,Inner Regional,21,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,152.5615,-26.941,ROOFTOP,establishment,POINT (-26.941008 152.56153499999996)
aihw_hospital_statistics_2012_2013.445,445,QLD,LAIDLEY HOSPITAL,310000047,,Hospital,,75 William Street,Laidley 4341,1,Inner Regional,15,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,152.4001,-27.6326,ROOFTOP,establishment,POINT (-27.6326411 152.400065)
aihw_hospital_statistics_2012_2013.446,446,QLD,GOLD COAST HOSPITAL,310000050,,Hospital,,1 Hospital Boulevard,Southport 4215,0,Major Cities,570,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,153.3818,-27.9596,ROOFTOP,establishment,POINT (-27.9595695 153.3817795)
aihw_hospital_statistics_2012_2013.447,447,QLD,BIGGENDEN HOSPITAL,310000061,,Hospital,,Alice Street,Biggenden 4621,2,Outer Regional,7,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,152.0507,-25.5058,ROOFTOP,establishment,POINT (-25.5058091 152.050739)
aihw_hospital_statistics_2012_2013.448,448,QLD,CHILDERS HOSPITAL,310000064,,Hospital,,44 Broadhurst Street,Childers 4660,1,Inner Regional,14,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,152.2732,-25.2395,ROOFTOP,establishment,POINT (-25.239535299999996 152.27316289999996)
aihw_hospital_statistics_2012_2013.449,449,QLD,GAYNDAH HOSPITAL,310000066,,Hospital,,69 Warton Street,Gayndah 4625,2,Outer Regional,12,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,151.6044,-25.6308,ROOFTOP,establishment,POINT (-25.6308196 151.6044481)
aihw_hospital_statistics_2012_2013.450,450,QLD,GIN GIN HOSPITAL,310000067,,Hospital,,5 King Street,Gin Gin 4671,2,Outer Regional,6,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,151.9537,-24.986,ROOFTOP,establishment,POINT (-24.985957999999997 151.9536696)
aihw_hospital_statistics_2012_2013.451,451,QLD,GYMPIE HOSPITAL,310000068,,Hospital,,12 Henry Street,Gympie 4570,1,Inner Regional,89,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),152.6584,-26.185,ROOFTOP,establishment,POINT (-26.184976899999995 152.6584363)
aihw_hospital_statistics_2012_2013.452,452,QLD,KINGAROY HOSPITAL,310000070,,Hospital,,166 Youngman Street,Kingaroy 4610,1,Inner Regional,47,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),151.8387,-26.5315,ROOFTOP,establishment,POINT (-26.531459499999997 151.8387274)
aihw_hospital_statistics_2012_2013.453,453,QLD,MARYBOROUGH HOSPITAL,310000071,,Hospital,,185 Walker Street,Maryborough 4650,1,Inner Regional,98,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),152.6903,-25.5222,ROOFTOP,establishment,POINT (-25.522242 152.690269)
aihw_hospital_statistics_2012_2013.454,454,QLD,MONTO HOSPITAL,310000072,,Hospital,,35 Flinders Street,Monto 4630,2,Outer Regional,14,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,151.1127,-24.8663,ROOFTOP,establishment,POINT (-24.866282 151.11272599999998)
aihw_hospital_statistics_2012_2013.455,455,QLD,MOUNT PERRY HEALTH CENTRE,310000073,,Hospital,,150 Heussman Street,Mount Perry 4671,2,Outer Regional,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,151.6471,-25.182,ROOFTOP,establishment,POINT (-25.1820401 151.6471073)
aihw_hospital_statistics_2012_2013.456,456,QLD,MUNDUBBERA HOSPITAL,310000074,,Hospital,,96 Leichhardt Street,Mundubbera 4626,2,Outer Regional,6,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,151.2943,-25.5884,ROOFTOP,establishment,POINT (-25.588400999999998 151.294278)
aihw_hospital_statistics_2012_2013.457,457,QLD,NANANGO HOSPITAL,310000076,,Hospital,,135 Brisbane Street,Nanango 4615,1,Inner Regional,10,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,152.0089,-26.6652,ROOFTOP,establishment,POINT (-26.665209 152.008931)
aihw_hospital_statistics_2012_2013.458,458,QLD,WONDAI HOSPITAL,310000077,,Hospital,,Bramston Street,Wondai 4606,2,Outer Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,151.8791,-26.3229,ROOFTOP,establishment,POINT (-26.322876599999997 151.879147)
aihw_hospital_statistics_2012_2013.459,459,QLD,CHINCHILLA HOSPITAL,310000091,,Hospital,,Slessar Street,Chinchilla 4413,2,Outer Regional,26,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,150.6351,-26.7411,ROOFTOP,establishment,POINT (-26.741149599999996 150.6351273)
aihw_hospital_statistics_2012_2013.460,460,QLD,GOONDIWINDI HOSPITAL,310000093,,Hospital,,Bowen Street,Goondiwindi 4390,2,Outer Regional,37,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,150.3023,-28.5479,ROOFTOP,establishment,POINT (-28.5479327 150.3023224)
aihw_hospital_statistics_2012_2013.461,461,QLD,JANDOWAE HOSPITAL,310000095,,Hospital,,13 Dalby Street,Jandowae 4410,2,Outer Regional,12,VS,Very small public,Yes,No,No,No,G,Un-peered and other,151.1059,-26.7813,ROOFTOP,establishment,POINT (-26.781312899999996 151.1059027)
aihw_hospital_statistics_2012_2013.462,462,QLD,MILLMERRAN HOSPITAL,310000098,,Hospital,,50 Commens Street,Millmerran 4357,1,Inner Regional,11,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,151.2629,-27.8787,ROOFTOP,establishment,POINT (-27.8787447 151.2629012)
aihw_hospital_statistics_2012_2013.463,463,QLD,OAKEY HOSPITAL,310000099,,Hospital,,Corner Beale and Fitzpatrick Streets,Oakey 4401,1,Inner Regional,9,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,151.7195,-27.4243,ROOFTOP,establishment,POINT (-27.4242811 151.719515)
aihw_hospital_statistics_2012_2013.464,464,QLD,STANTHORPE HOSPITAL,310000100,,Hospital,,8 McGregor Terrace,Stanthorpe 4380,2,Outer Regional,46,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,151.9296,-28.661,ROOFTOP,establishment,POINT (-28.661024799999996 151.9295808)
aihw_hospital_statistics_2012_2013.465,465,QLD,TARA HOSPITAL,310000101,,Hospital,,15 Bilton Street,Tara 4421,2,Outer Regional,15,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,150.4566,-27.2732,ROOFTOP,establishment,POINT (-27.27315 150.45664199999996)
aihw_hospital_statistics_2012_2013.466,466,QLD,TAROOM HOSPITAL,310000102,,Hospital,,Miller Street,Taroom 4420,3,Remote,13,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,149.7984,-25.6389,ROOFTOP,establishment,POINT (-25.6389284 149.7984144)
aihw_hospital_statistics_2012_2013.467,467,QLD,TOOWOOMBA HOSPITAL,310000104,,Hospital,,Pechey Street,Toowoomba 4350,1,Inner Regional,305,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,151.9455,-27.5699,ROOFTOP,establishment,POINT (-27.5698678 151.9455379)
aihw_hospital_statistics_2012_2013.468,468,QLD,WARWICK HOSPITAL,310000105,,Hospital,,56 Locke Street,Warwick 4370,1,Inner Regional,66,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),152.0179,-28.2239,ROOFTOP,establishment,POINT (-28.223934 152.0178733)
aihw_hospital_statistics_2012_2013.469,469,QLD,WANDOAN HOSPITAL,310000106,,Hospital,,14 Henderson Road,Wandoan 4419,3,Remote,2,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,149.9568,-26.1198,ROOFTOP,establishment,POINT (-26.1197557 149.9567701)
aihw_hospital_statistics_2012_2013.470,470,QLD,CHARLEVILLE HOSPITAL,310000112,,Hospital,,72 King Street,Charleville 4470,4,Very remote,30,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute,146.2388,-26.4109,ROOFTOP,establishment,POINT (-26.4109371 146.23876)
aihw_hospital_statistics_2012_2013.471,471,QLD,CUNNAMULLA HOSPITAL,310000113,,Hospital,,56 Wicks Street,Cunnamulla 4490,4,Very remote,20,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,145.6902,-28.0713,ROOFTOP,establishment,POINT (-28.0712984 145.6902024)
aihw_hospital_statistics_2012_2013.472,472,QLD,MUNGINDI HOSPITAL,310000117,,Hospital,,Barwon Street,Mungindi 2406,3,Remote,8,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,148.9891,-28.9729,ROOFTOP,establishment,POINT (-28.9729226 148.9891416)
aihw_hospital_statistics_2012_2013.473,473,QLD,QUILPIE HOSPITAL,310000118,,Hospital,,30 Gyrica Street,Quilpie 4480,4,Very remote,6,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,144.2747,-26.6164,ROOFTOP,establishment,POINT (-26.616418299999996 144.2746674)
aihw_hospital_statistics_2012_2013.474,474,QLD,ROMA HOSPITAL,310000119,,Hospital,,197-234 Mcdowall Street,Roma 4455,2,Outer Regional,52,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,148.7757,-26.5686,ROOFTOP,establishment,POINT (-26.5685703 148.77570779999996)
aihw_hospital_statistics_2012_2013.475,475,QLD,SURAT HOSPITAL,310000121,,Hospital,,Ivan Street,Surat 4417,3,Remote,7,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,149.0639,-27.1565,ROOFTOP,establishment,POINT (-27.156474099999997 149.0639458)
aihw_hospital_statistics_2012_2013.476,476,QLD,THARGOMINDAH HOSPITAL,310000122,,Hospital,,Dowling Street,Thargomindah 4492,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,143.8212,-27.9975,ROOFTOP,establishment,POINT (-27.9975168 143.8211511)
aihw_hospital_statistics_2012_2013.477,477,QLD,ALPHA HOSPITAL,310000131,,Hospital,,Gordon Street,Alpha 4724,4,Very remote,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,146.6367,-23.6548,ROOFTOP,establishment,POINT (-23.6548068 146.6366864)
aihw_hospital_statistics_2012_2013.478,478,QLD,BILOELA HOSPITAL,310000133,,Hospital,,2 Hospital Road,Biloela 4715,2,Outer Regional,25,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,150.5174,-24.3961,ROOFTOP,establishment,POINT (-24.3960667 150.5173925)
